
---------- Begin Simulation Statistics ----------
simSeconds                                   0.037726                       # Number of seconds simulated (Second)
simTicks                                  37725652584                       # Number of ticks simulated (Tick)
finalTick                                 37725652584                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    649.71                       # Real time elapsed on the host (Second)
hostTickRate                                 58065446                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2407408                       # Number of bytes of host memory used (Byte)
simInsts                                    100000002                       # Number of instructions simulated (Count)
simOps                                      174580966                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   153915                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     268706                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        113290249                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.132902                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.882689                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       214792924                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    11102                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      200229337                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 127097                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             40222988                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          69344332                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                4871                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           110100411                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.818607                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.104277                       # Number of insts issued each cycle (Count)
system.l2.ReadSharedReq.missLatency::cpu.data    657585423                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.missLatency::total    657585423                       # number of ReadSharedReq miss ticks (Tick)
system.l2.ReadSharedReq.accesses::cpu.data       486602                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.accesses::total        486602                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2.ReadSharedReq.missRate::cpu.data     0.016960                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.missRate::total      0.016960                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.avgMissLatency::cpu.data 79678.350055                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2.ReadSharedReq.avgMissLatency::total 79678.350055                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2.ReadSharedReq.mshrMisses::cpu.data         8253                       # number of ReadSharedReq MSHR misses (Count)
system.l2.ReadSharedReq.mshrMisses::total         8253                       # number of ReadSharedReq MSHR misses (Count)
system.l2.ReadSharedReq.mshrMissLatency::cpu.data    601231659                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2.ReadSharedReq.mshrMissLatency::total    601231659                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2.ReadSharedReq.mshrMissRate::cpu.data     0.016960                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.mshrMissRate::total     0.016960                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2.ReadSharedReq.avgMshrMissLatency::cpu.data 72850.073791                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2.ReadSharedReq.avgMshrMissLatency::total 72850.073791                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2.UpgradeReq.hits::cpu.data                80                       # number of UpgradeReq hits (Count)
system.l2.UpgradeReq.hits::total                   80                       # number of UpgradeReq hits (Count)
system.l2.UpgradeReq.accesses::cpu.data            80                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l2.UpgradeReq.accesses::total               80                       # number of UpgradeReq accesses(hits+misses) (Count)
system.l2.WritebackClean.hits::writebacks      1272572                       # number of WritebackClean hits (Count)
system.l2.WritebackClean.hits::total          1272572                       # number of WritebackClean hits (Count)
system.l2.WritebackClean.accesses::writebacks      1272572                       # number of WritebackClean accesses(hits+misses) (Count)
system.l2.WritebackClean.accesses::total      1272572                       # number of WritebackClean accesses(hits+misses) (Count)
system.l2.WritebackDirty.hits::writebacks       549252                       # number of WritebackDirty hits (Count)
system.l2.WritebackDirty.hits::total           549252                       # number of WritebackDirty hits (Count)
system.l2.WritebackDirty.accesses::writebacks       549252                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2.WritebackDirty.accesses::total       549252                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2.power_state.pwrStateResidencyTicks::UNDEFINED  37725652584                       # Cumulative time (in ticks) in various power states (Tick)
system.l2.tags.tagsInUse                 29099.701969                       # Average ticks per tags in use ((Tick/Count))
system.l2.tags.totalRefs                      3742740                       # Total number of references to valid blocks. (Count)
system.l2.tags.sampledRefs                      93636                       # Sample count of references to valid blocks. (Count)
system.l2.tags.avgRefs                      39.971165                       # Average number of references to valid blocks. ((Count/Count))
system.l2.tags.warmupTick                       77000                       # The tick when the warmup percentage was hit. (Tick)
system.l2.tags.occupancies::writebacks       3.513949                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.occupancies::cpu.inst      4861.463885                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.occupancies::cpu.data     24234.724135                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2.tags.avgOccs::writebacks           0.000107                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::cpu.inst             0.148360                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::cpu.data             0.739585                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.avgOccs::total                0.888052                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2.tags.occupanciesTaskId::1024          32768                       # Occupied blocks per task id (Count)
system.l2.tags.ageTaskId_1024::2                 4799                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ageTaskId_1024::3                11940                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ageTaskId_1024::4                16029                       # Occupied blocks per task id, per block age (Count)
system.l2.tags.ratioOccsTaskId::1024                1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l2.tags.tagAccesses                   30035556                       # Number of tag accesses (Count)
system.l2.tags.dataAccesses                  30035556                       # Number of data accesses (Count)
system.l2.tags.power_state.pwrStateResidencyTicks::UNDEFINED  37725652584                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrls.avgPriority_writebacks::samples     46864.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.inst::samples     12965.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.data::samples     80612.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.priorityMinLatency      0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrls.priorityMaxLatency      0.002463942790                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrls.numReadWriteTurnArounds         2786                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrls.numWriteReadTurnArounds         2786                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrls.numStayReadState              241122                       # Number of times bus staying in READ state (Count)
system.mem_ctrls.numStayWriteState              44160                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrls.readReqs                       93602                       # Number of read requests accepted (Count)
system.mem_ctrls.writeReqs                      46864                       # Number of write requests accepted (Count)
system.mem_ctrls.readBursts                     93602                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrls.writeBursts                    46864                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrls.servicedByWrQ                     25                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrls.mergedWrBursts                     0                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrls.avgRdQLen                       1.03                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrls.avgWrQLen                      22.01                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrls.numRdRetry                         0                       # Number of times read queue was full causing retry (Count)
system.mem_ctrls.numWrRetry                         0                       # Number of times write queue was full causing retry (Count)
